PLAYER_ID,RANK,PLAYER,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
202339,28,Eric Bledsoe,PHX,66,33,6.8,15.7,0.434,1.6,4.7,0.335,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.38,0.47,3.39,21.1,20.8
201572,29,Brook Lopez,BKN,75,29.6,7.4,15.6,0.474,1.8,5.2,0.346,3.9,4.9,0.81,1.6,3.8,5.4,2.3,0.51,1.65,2.45,20.5,18.8
201144,30,Mike Conley,MEM,69,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.6,5.3,0.859,0.4,3,3.5,6.3,1.33,0.28,2.26,20.5,21
201609,31,Goran Dragic,MIA,73,33.7,7.3,15.4,0.475,1.6,4,0.405,4.1,5.2,0.79,0.8,3,3.8,5.8,1.22,0.18,2.9,20.3,19.3
201188,32,Marc Gasol,MEM,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.91,1.34,2.24,19.5,21.2
203084,33,Harrison Barnes,DAL,79,35.8,7.6,16.2,0.468,1,2.8,0.351,3.1,3.6,0.861,1.2,3.8,5,1.5,0.82,0.19,1.29,19.2,16.3
201567,34,Kevin Love,CLE,60,31.4,6.2,14.5,0.427,2.4,6.5,0.373,4.3,4.9,0.871,2.5,8.6,11.1,1.9,0.88,0.35,2.03,19,22.4
2548,35,Dwyane Wade,CHI,60,29.9,6.9,15.9,0.434,0.8,2.4,0.31,3.7,4.7,0.794,1.1,3.5,4.5,3.8,1.43,0.68,2.3,18.3,16.4
201568,36,Danilo Gallinari,DEN,63,33.9,5.3,11.9,0.447,2,5.1,0.389,5.5,6.1,0.902,0.6,4.5,5.2,2.1,0.63,0.24,1.3,18.2,17.9
204001,37,Kristaps Porzingis,NYK,66,32.8,6.7,14.9,0.45,1.7,4.8,0.357,3,3.8,0.786,1.7,5.5,7.2,1.5,0.71,1.95,1.79,18.1,18.6
101108,38,Chris Paul,LAC,61,31.5,6.1,12.9,0.476,2,5,0.411,3.8,4.3,0.892,0.7,4.3,5,9.2,1.95,0.13,2.41,18.1,24.8
200794,39,Paul Millsap,ATL,69,34,6.2,14.1,0.442,1.1,3.5,0.311,4.5,5.9,0.768,1.6,6.1,7.7,3.7,1.3,0.9,2.29,18.1,20.1
201565,40,Derrick Rose,NYK,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,3.5,4,0.874,1,2.8,3.8,4.4,0.69,0.27,2.3,18,16.4
203471,41,Dennis Schroder,ATL,79,31.5,6.9,15.4,0.451,1.3,3.7,0.34,2.8,3.2,0.855,0.5,2.6,3.1,6.3,0.94,0.2,3.27,17.9,16.3
101150,42,Lou Williams,HOU,81,24.6,5.3,12.3,0.429,2,5.5,0.365,5,5.6,0.88,0.3,2.2,2.5,3,0.99,0.25,1.98,17.5,14.5
200746,43,LaMarcus Aldridge,SAS,72,32.6,6.9,14.6,0.477,0.3,0.8,0.411,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.64,1.22,1.36,17.3,18.6
203095,44,Evan Fournier,ORL,68,33.1,6,13.7,0.439,1.9,5.3,0.356,3.3,4.1,0.805,0.6,2.4,3.1,3,0.97,0.06,2.07,17.2,13.7
202355,45,Hassan Whiteside,MIA,77,32.6,7,12.6,0.557,0,0,0,2.9,4.6,0.628,3.8,10.3,14.1,0.7,0.74,2.09,2,17,25.4
203999,46,Nikola Jokic,DEN,73,27.9,6.8,11.7,0.578,0.6,1.9,0.324,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.84,0.75,2.34,16.7,25.2
201569,47,Eric Gordon,HOU,75,31,5.5,13.5,0.406,3.3,8.8,0.372,2,2.3,0.84,0.4,2.3,2.7,2.5,0.64,0.55,1.61,16.2,12.6
202699,48,Tobias Harris,DET,82,31.3,6.2,13,0.481,1.3,3.8,0.347,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.73,0.48,1.17,16.1,15.8
203506,49,Victor Oladipo,OKC,67,33.2,6.1,13.9,0.442,1.9,5.3,0.361,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.16,0.31,1.78,15.9,14.3
201163,50,Wilson Chandler,DEN,71,30.9,6.1,13.2,0.461,1.5,4.6,0.337,2,2.7,0.727,1.5,5,6.5,2,0.72,0.42,1.61,15.7,15.9
1626156,51,D'Angelo Russell,LAL,63,28.7,5.6,13.8,0.405,2.1,6.1,0.352,2.3,3,0.782,0.5,3,3.5,4.8,1.38,0.25,2.79,15.6,13.9
201950,52,Jrue Holiday,NOP,67,32.7,6,13.3,0.454,1.5,4.2,0.356,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.49,0.66,2.9,15.4,17.8
201952,53,Jeff Teague,IND,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,4.4,5.1,0.867,0.4,3.6,4,7.8,1.22,0.39,2.63,15.3,19.2
201587,54,Nicolas Batum,CHA,77,34,5.1,12.7,0.403,1.8,5.3,0.333,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.12,0.38,2.52,15.1,18.2
200755,55,JJ Redick,LAC,78,28.2,5.1,11.4,0.445,2.6,6,0.429,2.3,2.6,0.891,0.1,2.1,2.2,1.4,0.69,0.17,1.26,15,11.6
201586,56,Serge Ibaka,TOR,79,30.7,6,12.4,0.48,1.6,4,0.391,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.52,1.57,1.33,14.8,16.7
203903,57,Jordan Clarkson,LAL,82,29.2,5.8,13.1,0.445,1.4,4.3,0.329,1.6,2,0.798,0.6,2.4,3,2.6,1.07,0.1,2,14.7,11.8
202696,58,Nikola Vucevic,ORL,75,29,6.4,13.7,0.468,0.3,1,0.307,1.4,2.1,0.669,2.3,8,10.4,2.8,1.01,0.99,1.56,14.6,20.2
1626167,59,Myles Turner,IND,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,3,3.7,0.809,1.7,5.6,7.3,1.3,0.91,2.12,1.3,14.5,18.8
203501,60,Tim Hardaway Jr.,ATL,79,27.3,5.3,11.5,0.455,1.9,5.3,0.357,2.1,2.7,0.766,0.4,2.4,2.8,2.3,0.7,0.19,1.34,14.5,12.2
203933,61,TJ Warren,PHX,66,31,6.1,12.3,0.495,0.4,1.5,0.265,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.15,0.59,0.86,14.4,14.8
202683,62,Enes Kanter,OKC,72,21.3,5.6,10.2,0.545,0.1,0.5,0.132,3.1,4,0.786,2.7,4,6.7,0.9,0.44,0.53,1.71,14.3,15.7
2216,63,Zach Randolph,MEM,73,24.5,5.9,13.2,0.449,0.3,1.3,0.223,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.52,0.14,1.36,14.1,15.3
203497,64,Rudy Gobert,UTA,81,33.9,5.1,7.7,0.661,0,0,0,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.64,1.81,14,24.8
201143,65,Al Horford,BOS,68,32.3,5.6,11.8,0.473,1.3,3.6,0.355,1.6,2,0.8,1.4,5.4,6.8,5,0.76,1.26,1.69,14,19.5
202694,66,Marcus Morris,DET,79,32.8,5.3,12.7,0.418,1.5,4.5,0.331,1.8,2.3,0.784,1,3.7,4.6,2,0.66,0.32,1.1,14,12.6
202693,67,Markieff Morris,WAS,76,31.2,5.3,11.7,0.457,0.9,2.6,0.362,2.4,2.8,0.837,1.4,5.1,6.5,1.7,1.08,0.55,1.7,14,15.3
203109,68,Jae Crowder,BOS,72,32.4,4.6,10,0.463,2.2,5.5,0.398,2.4,3,0.811,0.7,5.1,5.8,2.2,1.01,0.32,1.11,13.9,16.1
203484,69,Kentavious Caldwell-Pope,DET,76,33.6,4.9,12.2,0.399,2,5.8,0.35,2,2.4,0.832,0.7,2.5,3.3,2.5,1.17,0.16,1.13,13.8,12
202711,70,Bojan Bogdanovic,WAS,81,25.7,4.6,10.4,0.445,1.8,4.8,0.367,2.7,3,0.893,0.5,3,3.4,1.4,0.42,0.09,1.62,13.7,11.3
204020,71,Tyler Johnson,MIA,73,29.8,4.9,11.3,0.433,1.3,3.4,0.372,2.7,3.5,0.768,0.7,3.3,4,3.2,1.15,0.6,1.23,13.7,14.2
203115,72,Will Barton,DEN,60,28.4,4.9,11.1,0.443,1.5,3.9,0.37,2.4,3.2,0.753,1,3.4,4.3,3.4,0.8,0.47,1.62,13.7,14.1
203083,73,Andre Drummond,DET,81,30,6,11.2,0.53,0,0.1,0.286,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.53,1.1,1.88,13.6,21.3
201583,74,Ryan Anderson,HOU,72,29.4,4.5,10.7,0.418,2.8,7,0.403,1.8,2.1,0.86,1.6,3,4.6,0.9,0.43,0.19,0.76,13.6,12.4
2730,75,Dwight Howard,ATL,74,29.7,5.2,8.3,0.633,0,0,0,3.1,5.7,0.533,4,8.7,12.7,1.4,0.86,1.24,2.3,13.5,21.7
202083,76,Wesley Matthews,DAL,73,34.5,4.6,11.6,0.393,2.4,6.6,0.363,2,2.5,0.816,0.2,3.3,3.5,2.9,1.05,0.21,1.4,13.5,12.3
203490,77,Otto Porter Jr.,WAS,80,32.6,5.2,10,0.516,1.9,4.3,0.434,1.2,1.5,0.832,1.5,5,6.4,1.5,1.45,0.53,0.55,13.4,17.7
201954,78,Darren Collison,SAC,68,30.3,5,10.5,0.476,1.1,2.6,0.417,2.2,2.5,0.86,0.3,1.9,2.2,4.6,0.99,0.13,1.68,13.2,13.6
201156,79,Nick Young,LAL,60,25.9,4.5,10.6,0.43,2.8,7,0.404,1.3,1.5,0.856,0.4,1.9,2.3,1,0.62,0.23,0.6,13.2,10.5
203944,80,Julius Randle,LAL,74,28.8,5.1,10.4,0.488,0.2,0.9,0.27,2.8,3.8,0.723,2,6.6,8.6,3.6,0.66,0.5,2.34,13.2,17.8
203930,81,Sean Kilpatrick,BKN,70,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,3.5,0.843,0.3,3.7,4,2.2,0.64,0.09,1.93,13.1,11.5
101141,82,Ersan Ilyasova,ATL,82,26.1,4.7,10.9,0.431,1.7,4.9,0.353,2,2.5,0.778,1.4,4.5,5.9,1.7,0.71,0.28,1.41,13.1,13.5
203496,83,Robert Covington,PHI,67,31.6,4.4,10.9,0.399,2,6.1,0.333,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1.03,1.96,12.9,14.9
203967,84,Dario Saric,PHI,81,26.3,4.7,11.4,0.411,1.3,4.2,0.311,2.1,2.7,0.782,1.4,5,6.3,2.2,0.7,0.37,2.26,12.8,12.9
201949,85,James Johnson,MIA,76,27.4,4.8,10.1,0.479,1.1,3.4,0.34,2,2.8,0.707,0.9,4.1,4.9,3.6,1,1.13,2.25,12.8,15.2
203552,86,Seth Curry,DAL,70,29.3,4.8,10,0.481,2,4.6,0.425,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.13,0.1,1.31,12.8,12.6
203901,87,Elfrid Payton,ORL,82,29.4,5.2,11.1,0.471,0.5,1.8,0.274,1.8,2.6,0.692,1.1,3.6,4.7,6.5,1.07,0.49,2.17,12.8,16.6
203932,88,Aaron Gordon,ORL,80,28.9,4.9,10.8,0.454,1,3.3,0.288,2,2.7,0.719,1.5,3.6,5.1,1.9,0.81,0.5,1.11,12.7,13.2
201599,89,DeAndre Jordan,LAC,81,31.7,5.1,7.1,0.714,0,0,0,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.63,1.65,1.42,12.7,23.8
203918,90,Rodney Hood,UTA,59,27,4.6,11.3,0.408,1.9,5.2,0.371,1.5,1.9,0.783,0.3,3.2,3.4,1.6,0.64,0.19,1.1,12.7,10.4
203991,91,Clint Capela,HOU,65,23.9,5.6,8.7,0.643,0,0,0,1.4,2.7,0.531,2.7,5.4,8.1,1,0.52,1.22,1.34,12.6,17.7
2200,92,Pau Gasol,SAS,64,25.4,4.7,9.4,0.502,0.9,1.6,0.538,2,2.9,0.707,1.7,6.2,7.8,2.3,0.38,1.09,1.27,12.4,17.2
2037,93,Jamal Crawford,LAC,82,26.3,4.4,10.6,0.413,1.4,3.9,0.36,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.74,0.17,1.63,12.3,9.2
203085,94,Austin Rivers,LAC,74,27.8,4.4,9.9,0.442,1.5,4,0.371,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.65,0.14,1.55,12,9.9
202685,95,Jonas Valanciunas,TOR,80,25.8,4.9,8.8,0.557,0,0,0.5,2.2,2.7,0.811,2.8,6.7,9.5,0.7,0.46,0.79,1.33,12,17.7
202328,96,Greg Monroe,MIL,81,22.5,4.8,9,0.533,0,0,0,2.2,3,0.741,2.1,4.5,6.6,2.3,1.14,0.47,1.73,11.7,15.5
2772,97,Trevor Ariza,HOU,80,34.7,4.1,10,0.409,2.4,6.9,0.344,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.84,0.25,0.91,11.7,14.5
1626163,98,Frank Kaminsky,CHA,75,26.1,4.3,10.7,0.399,1.5,4.7,0.328,1.6,2.1,0.756,0.8,3.7,4.5,2.2,0.61,0.45,1.01,11.7,11.4
203500,99,Steven Adams,OKC,80,29.9,4.7,8.2,0.571,0,0,0,2,3.2,0.611,3.5,4.2,7.7,1.1,1.11,0.98,1.83,11.3,15.6
101107,100,Marvin Williams,CHA,76,30.2,3.9,9.3,0.422,1.6,4.7,0.35,1.7,2,0.873,1.2,5.4,6.6,1.4,0.76,0.7,0.79,11.2,14.2
201937,101,Ricky Rubio,MIN,75,32.9,3.5,8.7,0.402,0.8,2.6,0.306,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.71,0.13,2.6,11.1,17.9
203082,102,Terrence Ross,ORL,78,25.1,4.2,9.6,0.437,1.8,5,0.363,0.8,1,0.831,0.2,2.4,2.6,1.1,1.12,0.42,0.87,11,9.9
201152,102,Thaddeus Young,IND,74,30.2,4.9,9.3,0.527,0.6,1.6,0.381,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.53,0.39,1.28,11,14.4
203145,104,Kent Bazemore,ATL,73,26.9,4,9.9,0.409,1.3,3.6,0.346,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.25,0.71,1.71,11,10.3
101114,105,Deron Williams,CLE,64,26.3,4.1,9.4,0.438,1.3,3.7,0.363,1.4,1.7,0.826,0.2,2.1,2.3,5.6,0.48,0.13,2.16,11,11.8
201959,106,Taj Gibson,OKC,78,25.5,4.7,9.1,0.515,0,0.2,0.231,1.4,2,0.715,2,4.2,6.2,0.9,0.53,0.83,1.35,10.8,13
201584,107,Courtney Lee,NYK,77,31.9,4.2,9.1,0.456,1.4,3.5,0.401,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.05,0.31,0.9,10.8,11.9
101162,108,Marcin Gortat,WAS,82,31.2,4.8,8.2,0.579,0,0,0,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.49,0.74,1.45,10.8,18.2
101139,109,CJ Miles,IND,76,23.4,3.7,8.5,0.434,2.2,5.4,0.413,1.1,1.2,0.903,0.4,2.6,3,0.6,0.61,0.33,0.53,10.7,9.8
203459,110,Allen Crabbe,POR,79,28.5,3.8,8.2,0.468,1.7,3.8,0.444,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.68,0.25,0.78,10.7,10.3
202703,111,Nikola Mirotic,CHI,70,24,3.7,8.9,0.413,1.8,5.4,0.342,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.76,0.79,1.14,10.6,11.9
203935,112,Marcus Smart,BOS,79,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.6,3.2,0.812,1,2.9,3.9,4.6,1.58,0.43,2.01,10.6,12.4
1627741,113,Buddy Hield,SAC,82,23,4,9.4,0.426,1.8,4.6,0.391,0.8,0.9,0.842,0.4,2.9,3.3,1.5,0.46,0.11,1.23,10.6,9.1
201158,114,Marco Belinelli,CHA,74,24,3.6,8.3,0.429,1.4,3.8,0.36,2,2.3,0.893,0.2,2.2,2.4,2,0.59,0.12,0.95,10.5,9.7
201961,115,Wayne Ellington,MIA,62,24.2,3.7,9,0.416,2.4,6.4,0.378,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.56,0.06,0.48,10.5,8.5
203486,116,Mason Plumlee,DEN,81,26.5,4.1,7.7,0.536,0,0.1,0,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.85,1.14,1.65,10.4,16.6
201577,117,Robin Lopez,CHI,81,28,4.7,9.6,0.493,0,0,0,0.9,1.3,0.721,3,3.4,6.4,1,0.22,1.44,1.12,10.4,13.1
203469,118,Cody Zeller,CHA,62,27.8,4.1,7.1,0.571,0,0,0,2.1,3.2,0.679,2.2,4.4,6.5,1.6,1,0.94,1.05,10.3,15.2
202720,119,Jon Leuer,DET,75,26.3,4.1,8.6,0.48,0.7,2.2,0.293,1.3,1.5,0.867,1.4,4,5.4,1.5,0.41,0.35,0.88,10.2,12.3
1627763,119,Malcolm Brogdon,MIL,75,26.4,3.9,8.5,0.457,1,2.6,0.404,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.12,0.16,1.51,10.2,12.2
203110,121,Draymond Green,GSW,76,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2,2.8,0.709,1.3,6.6,7.9,7,2.03,1.39,2.42,10.2,20.3
203994,122,Jusuf Nurkic,POR,65,21.4,4.2,8.2,0.507,0,0,0,1.8,3.2,0.571,2.4,4.8,7.2,1.9,0.77,1.14,2.2,10.2,13.5
2225,123,Tony Parker,SAS,63,25.4,4.2,9,0.466,0.4,1.1,0.333,1.3,1.9,0.726,0.1,1.7,1.8,4.5,0.54,0.03,1.41,10.1,10.3
2594,124,Kyle Korver,CLE,67,26.2,3.6,7.7,0.464,2.4,5.4,0.451,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.51,0.31,1.03,10.1,10.1
203090,125,Maurice Harkless,POR,77,28.9,4.1,8.1,0.503,0.9,2.5,0.351,1,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.91,1.12,10,11.9
202344,126,Trevor Booker,BKN,71,24.7,4.3,8.3,0.516,0.4,1.1,0.321,1,1.5,0.673,2,6,8,1.9,1.06,0.39,1.79,10,15.1
203476,127,Gorgui Dieng,MIN,82,32.4,4,8.1,0.502,0.2,0.5,0.372,1.7,2,0.814,2.3,5.6,7.9,1.9,1.07,1.16,1.3,10,16.3
203498,128,Shabazz Muhammad,MIN,78,19.4,3.7,7.7,0.482,0.6,1.9,0.338,1.9,2.4,0.774,1.1,1.7,2.8,0.4,0.28,0.08,0.72,9.9,8.3
1627750,129,Jamal Murray,DEN,82,21.5,3.6,8.9,0.404,1.4,4.2,0.334,1.3,1.5,0.883,0.5,2.1,2.6,2.1,0.62,0.29,1.38,9.9,8.6
201951,130,Ty Lawson,SAC,69,25.1,3.4,7.6,0.454,0.5,1.7,0.288,2.5,3.1,0.797,0.6,2,2.6,4.8,1.07,0.09,1.87,9.9,11.8
203087,131,Jeremy Lamb,CHA,62,18.4,3.6,7.9,0.46,0.7,2.4,0.281,1.8,2.1,0.853,0.5,3.8,4.3,1.2,0.44,0.37,0.65,9.7,10.8
202702,132,Kenneth Faried,DEN,61,21.2,3.7,6.8,0.548,0,0.1,0,2.1,3.1,0.693,3,4.6,7.6,0.9,0.7,0.66,0.97,9.6,14.5
202734,133,E'Twaun Moore,NOP,73,24.9,3.9,8.5,0.457,1.1,2.8,0.37,0.8,1,0.77,0.5,1.6,2.1,2.2,0.68,0.44,0.85,9.6,9.4
201976,134,Patrick Beverley,HOU,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.48,0.37,1.49,9.5,14.9
201988,135,Patty Mills,SAS,80,21.9,3.4,7.8,0.44,1.8,4.4,0.414,0.8,1,0.825,0.3,1.5,1.8,3.5,0.81,0.04,1.26,9.5,9.8
203917,136,Nik Stauskas,PHI,80,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.56,0.4,1.6,9.5,8.9
1627742,137,Brandon Ingram,LAL,79,28.8,3.5,8.7,0.402,0.7,2.4,0.294,1.7,2.7,0.621,0.8,3.2,4,2.1,0.63,0.46,1.47,9.4,8.9
202397,138,Ish Smith,DET,81,24.1,4.1,9.2,0.439,0.3,1.3,0.267,0.9,1.3,0.706,0.3,2.6,2.9,5.2,0.75,0.41,1.38,9.4,11.6
202709,139,Cory Joseph,TOR,80,25,3.7,8.3,0.452,0.6,1.7,0.356,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.83,0.16,1.35,9.3,10.3
201145,140,Jeff Green,ORL,69,22.4,3.2,8.1,0.394,0.8,2.8,0.275,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.54,0.19,1.09,9.2,7.9
201945,141,Gerald Henderson,PHI,72,23.2,3.3,7.7,0.423,0.8,2.4,0.353,1.8,2.3,0.806,0.5,2.1,2.6,1.6,0.56,0.21,0.86,9.2,8.3
1627737,142,Marquese Chriss,PHX,82,21.3,3.5,7.7,0.449,0.9,2.7,0.321,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.82,0.85,1.32,9.2,9.4
203077,143,Michael Kidd-Gilchrist,CHA,81,29,3.6,7.6,0.477,0,0.1,0.111,1.9,2.4,0.784,1.9,5,7,1.4,1,0.95,0.69,9.2,14.3
2207,144,Joe Johnson,UTA,78,23.6,3.5,8,0.436,1.4,3.3,0.411,0.8,1,0.818,0.4,2.7,3.1,1.8,0.46,0.23,0.88,9.2,9.2
2749,145,Jameer Nelson,DEN,75,27.3,3.6,8.1,0.444,1.4,3.6,0.388,0.6,0.8,0.714,0.4,2.2,2.6,5.1,0.72,0.11,1.71,9.2,11.3
101112,146,Channing Frye,CLE,74,18.9,3.2,7,0.458,1.9,4.5,0.409,0.9,1,0.851,0.5,3.4,3.9,0.6,0.45,0.5,0.72,9.1,9.9
2403,147,Nene,HOU,67,17.9,3.7,5.9,0.617,0,0.1,0.333,1.7,2.9,0.589,1.4,2.8,4.2,1,0.84,0.58,1.09,9.1,11.1
1626149,148,Montrezl Harrell,HOU,58,18.3,3.9,5.9,0.652,0,0.1,0.143,1.3,2.1,0.628,1.4,2.4,3.8,1.1,0.34,0.72,0.76,9.1,11.4
2754,149,Tony Allen,MEM,71,27,3.9,8.4,0.461,0.2,0.8,0.278,1.1,1.8,0.615,2.3,3.2,5.5,1.4,1.62,0.41,1.41,9.1,11.3
